Link,Name,SKU,Price,Five Star,Review Amount,Image Link,,4-Way Venting,AAFA Certified,ADA Compliant,ANSI Certified,Adjustable Leveling Legs,Agitator Type,Amperage,Antimicrobial Protection,App Compatible,Assembly Required,Automatic Temperature Control,Bleach Dispenser,Brand,Brand Compatibility,Built-In Water Faucet,CEE Qualified,Capacity,Child Lock,Color,Color Category,Color Finish,Commercial Merchandise,Compact Design,Compatible Appliance Type,Consortium for Energy Efficiency (CEE) Rating,Control Location,Control Type,Delay Start,Depth With Door Open,Detergent Dispenser Type,Detergent Form,Display Type,Door Style,Drain Hose Included,Drum Material,Dryer Capacity,Dryer Depth With Door Open,Dryer Door Style,Dryer Drum Material,Dryer Heating Source,Dryer Interior Light,Dryer Voltage,Dryer Window,Drying Cycles,Drying Rack,Drying Type,ENERGY STAR Certified,End-Of-Cycle Signal,Estimated Annual Electricity Use,Estimated Annual Electricity Use (Dryer),Estimated Annual Electricity Use (Washer),Estimated Annual Operating Cost,Estimated Annual Operating Cost (Dryer),Estimated Annual Operating Cost (Washer),Exhaust Vent Location,Fabric Softener Dispenser,Faucet Adapter Included,Fill Hoses Included,Fingerprint Resistant,Gas Connector Included,Hardware Included,Height To Control Panel Top,Height With Door Open,High-Efficiency,Integrated Water Heater,Interior Light(s),Internal Water Heater,Lint Filter Full Indicator,Manufacturer's Warranty - Labor,Manufacturer's Warranty - Parts,Matching Dryer Available,Matching Dryer Model Number,Matching Washer Available,Matching Washer Model Number,Matching Washer Type,Material,Maximum Spin Speed,Model Compatibility,Model Number,Moisture Sensor,NSF Listed,Noise Reduction,Number Of Doors,Number Of Drawers,Number Of Drying Cycles,Number Of Shelves,Number of Drying Temperatures,Number of Rinse Temperatures,Number of Spin Speeds,Number of Temperature Settings,Number of Wash Temperatures,Number of Wash/Rinse Cycles,Options and Programs,Out-Of-Balance Detection,Payment System,Pedestal Available,Pedestal Model Compatibility,Power Cord Included,Pre-Wash Detergent Dispenser,Product Depth,Product Height,Product Length,Product Name,Product Safety Certifications and Standards,Product Weight,Product Width,Propane (LP) Convertible,Propane Conversion Kit Included,Propane Conversion Kit Model Compatibility,Quantity,Reversible Door Hinge,Second Rinse,Self-Cleaning Filter,Sensor Dry,Soft Close Lid,Soil Levels,Stackable,Stacking Kit Included,Stacking Kit Model Compatibility,Steam Function,Temperature Settings,Time-Remaining Display,Total Maximum BTU Rating,Tub/Drum Material,UPC,Vendor Collection,Vibration Reduction,Voltage,Wash/Rinse Cycles,Washer Capacity,Washer Interior Light,Washer Load Type,Washer Tub/Drum Material,Washer Voltage,Washer Window,Washer/Dryer Combo Type,Washing Mechanism,Water Source,Wheels/Casters,Window,Wireless Connectivity,Works With
https://www.bestbuy.com/site/lg-7-3-cu-ft-smart-electric-dryer-with-steam-and-easyload-door-matte-black/6573549.p?skuId=6573549,LG - 7.3 Cu. Ft. Smart Electric Dryer with Steam and EasyLoad Door - Matte Black,DLEX8600BE,"$1,099.99",4.9,(38 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6573/6573549_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,15 amperes,,Yes,,Yes,,LG,,,No,7.3 cubic feet,Yes,Matte Black,,Black,No,No,,CEE Not Qualified,Rear panel,"Dial, Button",No,50 1/2 inches,,,LED,,,Stainless steel,,,,,Electric,,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Antibacterial, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Super Dry, Jeans, Blanket-Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry, SteamSanitary, Rack Dry, Wrinkle Prevention",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,No,No,,,,,,,Yes,,No,1 Year General,"1 Year General, 3 Years Drum",,,Yes,WT8600CB,Top load,,,,DLEX8600BE,Yes,No,,,,24,,,,,5,,,"Temp., Dryness, Time Steam. Settings,Energy Saver, Wrinkle Care, Low Static, Drum Light, Remote Start, Control Lock, Cycle List Edit, Damp Signal, Additional Settings, WI-FI Connection, Cycle Optimization, Signal, Language, Smart Diagnosis, Factory Reset",,,No,,Yes,,29 1/4 inches,42 3/4 inches,,7.3 Cu. Ft. Smart Electric Dryer with Steam and EasyLoad Door,CSA Listed,121.3 pounds,27 inches,,,,,Yes,,No,,,,No,,,Yes,Low/Med Low/Normal/Med High/High,Yes,,,195174062432,,Yes,120 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/lg-7-4-cu-ft-smart-electric-dryer-with-steam-and-sensor-dry-white/6529910.p?skuId=6529910,LG - 7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - White,DLEX6500W,$999.99,4.7,(224 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6529/6529910_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,26 amperes,,Yes,,Yes,,LG,,,No,7.4 cubic feet,Yes,White,,White,No,No,,Not Available,Front panel,"Button, Dial, Touchpad",No,51 3/8 inches,,,LCD,,,Stainless steel,,,,,Electric,,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Denim Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,No,No,,,,,,,Yes,,No,1 Year General,"1 Year General, 3 Years Drum",,,Yes,WM6500HWA,Front load,,,,DLEX6500W,Yes,No,,,,11,,,,,5,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Denim Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry, Cycle Optimization, Damp Dry Signal, Wrinkle Care, Control Lock, Wi-Fi, Energy Saver, TurboSteam, Reduce Static, Remote Start, Drum Light",,,Yes,WDP6W,No,,29 3/4 inches,39 inches,,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry,CSA Listed,124 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,KSTK4,Yes,"High, Med. High, Medium, Low, Ultra Low",Yes,,,195174049075,,No,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/samsung-7-2-cu-ft-gas-dryer-with-sensor-dry-white/6416172.p?skuId=6416172,Samsung - 7.2 Cu. Ft. Gas Dryer with Sensor Dry - White,DVG45T3200W,$679.99,4.4,(434 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6416/6416172_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,,,No,,Yes,,Samsung,,,,7.2 cubic feet,Yes,White,,White,,,,,Front panel,"Dial, Touchpad",Yes,50 1/8 inches,,,LED,,,Anodized steel,,,,,Gas,,,,"Normal, Heavy Duty, Permanent Press, Delicates, Time Dry, Air Fluff, Quick Dry, Wrinkle Release, Wrinkle Prevent, Child Lock, Smart Care",No,,No,Yes,644 kilowatt hours,,,,,,"Bottom, Rear, Right",,,,No,,,,,,,No,,,1 Year,1 Year,,,Yes,WA45T3200AW,Top load,,,,DVG45T3200W,Yes,,,,,8,,,,,4,,,"Wrinkle Prevent, Child Lock, Smart Care",,,No,,,,30 1/4 inches,44 inches,,7.2 Cu. Ft. Gas Dryer with Sensor Dry,,110.2 pounds,27 inches,Yes,No,LPKIT-4/XAA,,Yes,,,,,,No,,,No,"Extra Low, Low, Medium, High",Yes,,,887276429540,,Yes,120 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/whirlpool-7-0-cu-ft-electric-dryer-with-moisture-sensor-white/6550373.p?skuId=6550373,Whirlpool - 7.0 Cu. Ft. Electric Dryer with Moisture Sensor - White,WED6150PW,$799.99,4.3,(32 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6550/6550373_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,30 amperes,,No,,Yes,,Whirlpool,,,No,7 cubic feet,No,White,,White,,No,,,Rear panel,Button,No,51 inches,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,Yes,,,,,,,Rear,,,No,,,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW6150PW,Top load,,,,WED6150PW,Yes,,,,,11,,,,,4,,,,,,No,,Yes,,28 3/8 inches,43 inches,,7.0 Cu. Ft. Electric Dryer with Moisture Sensor,,120.6 pounds,29 inches,,,,,Yes,,No,,,,No,,,Yes,"High, Low, Medium, Air Only",No,,,883049678542,,No,240 volts,,,,,,,,,,Fill hose,,,,
https://www.bestbuy.com/site/lg-7-4-cu-ft-stackable-smart-electric-dryer-with-steam-and-built-in-intelligence-black-steel/6419629.p?skuId=6419629,LG - 7.4 Cu. Ft. Stackable Smart Electric Dryer with Steam and Built-In Intelligence - Black Steel,DLEX4000B,$899.99,4.7,(1.309 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6419/6419629_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,30 amperes,,Yes,,Yes,,LG,,,No,7.4 cubic feet,Yes,Black Steel,,Black steel,No,No,,Not Available,Front panel,"Dial, Touchpad",No,51 3/8 inches,,,LED,,,Stainless steel,,,,,Electric,,,,"Normal, Heavy Duty, Bedding, Anti Bacterial, SteamSanitary, SteamFresh, Perm Press, Delicates, Towels, Speed Dry (Manual Dry), Air Dry (Manual Dry), Downloaded",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,No,No,,,,,,,Yes,,Yes,1 Year General,"1 Year General, 3 Years Drum",,,Yes,WM400HBA,Front load,,,,DLEX4000B,Yes,No,,,,12,,,,,5,,,"More Time, Less Time, Damp Dry Signal, Wrinkle Care, Control Lock, Wi-Fi, Energy Saver, TurboSteam, Reduce Static, Remote Start, Drum Light, Signal",,,Yes,WDP6B,No,,30 1/8 inches,39 inches,,7.4 Cu. Ft. Stackable Smart Electric Dryer with Steam and Built-In Intelligence,None,125.3 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,KSTK4,Yes,"High, Med.High, Medium, Low, Ultra Low",Yes,,,048231028356,,No,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/lg-4-5-cu-ft-he-smart-front-load-washer-and-7-4-cu-ft-gas-dryer-washtower-with-steam-and-built-in-intelligence-black-steel/6420309.p?skuId=6420309,LG - 4.5 Cu. Ft. HE Smart Front Load Washer and 7.4 Cu. Ft. Gas Dryer WashTower with Steam and Built-In Intelligence - Black Steel,WKGX201HBA,"$1,999.99",4.6,(424 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6420/6420309_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,No,,,15 amperes,,Yes,,Yes,Yes,LG,,,Yes,,Yes,Black Steel,,Black steel,No,,,CEE Tier 2,,Touchpad,Yes,,,,LED,,Yes,,7.4 cubic feet,55 inches,Left swing,Stainless steel,Gas,Yes,120 volts,Yes,"Normal, Bedding, Delicates, Heavy Duty, Small Load, Downloaded (Perm. Press), Steam, Steam Fresh, Wrinkle Care, Reduce Static, Energy Saver, Signal, Drum Light",No,,Yes,Yes,,105 kilowatt hours,105 kilowatt hours,,13 United States dollars,10 United States dollars,"Rear, Left",Yes,,No,No,,,,,Yes,Yes,,,,1 Year General,"Washer: 1 Year General, 3 Years Drum, 10 Years Direct Drive Motor / Dryer: 1 Year General, 3 Years Drum",,,,,,,1300 revolutions per minute,,WKGX201HBA,,No,,,,6,,5,5,5,,5,6,"WASHER: TurboWash, Steam, Extra Rinse, Pre-wash, Sanitary , Tub Clean, Drum Light, Child Lock, Signal, Wi-Fi/Remote Start -- DRYER: Wrinkle Care, TurboSteam, Reduce Static, Energy Saver, Steam Fresh, Drum Light, Child Lock, Signal, Wi-Fi/Remote Start",,,,,Yes,Yes,30 3/8 inches,74 3/8 inches,,4.5 Cu. Ft. HE Smart Front Load Washer and 7.4 Cu. Ft. Gas Dryer WashTower with Steam and Built-In Intelligence,CSA Listed,329 pounds,27 inches,Yes,No,383EEL3002D,,,Yes,No,Yes,,"Light, Light/Medium, Medium, Medium/High, High",,,,Yes,"Hot, Warm/Hot, Warm, Cold/Warm, Cold",Yes,,,048231029254,,Yes,,"Normal, Bedding, Delicates, Heavy Duty, Speed Wash, Downloaded",4.5 cubic feet,Yes,Front load,Stainless steel,120 volts,Yes,Stacked units,,,,,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/samsung-7-4-cu-ft-smart-gas-dryer-with-steam-sanitize-white/6470433.p?skuId=6470433,Samsung - 7.4 Cu. Ft. Smart Gas Dryer with Steam Sanitize+ - White,DVG52A5500W/A3,$799.99,4.5,(407 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6470/6470433_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,15 amperes,,Yes,,,,Samsung,,,,7.4 cubic feet,Yes,White,,White,,,,,,,,50 1/8 inches,,,,,,Anodized steel,,,,,Gas,,,,,,,No,Yes,,,,,,,"Bottom, Left, Rear",,,,,,,,,,,Yes,,,1 Year,1 Year,,,Yes,WA52A5500AW / WA51A5505AW,Top load,,,,DVG52A5500W/A3,Yes,,,,,12,,,,,,,,,,,No,,,,30 1/4 inches,44 11/16 inches,,7.4 Cu. Ft. Smart Gas Dryer with Steam Sanitize+,,119 pounds,27 inches,Yes,No,LPKIT-4/XAA,,Yes,,,,,,No,,,Yes,5,Yes,,,887276557816,,Yes,120 volts,,,,,,,,,,Fill hose,,,Wi-Fi,
https://www.bestbuy.com/site/samsung-7-4-cu-ft-smart-electric-dryer-with-steam-sanitize-brushed-black/6470424.p?skuId=6470424,Samsung - 7.4 Cu. Ft. Smart Electric Dryer with Steam Sanitize+ - Brushed Black,DVE55A7700V/A3,$749.99,4.6,(800 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6470/6470424_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,15 amperes,,Yes,,,,Samsung,,,Yes,7.4 cubic feet,Yes,Brushed Black,,Black,,No,,,,,,50 1/8 inches,,,,,,Stainless steel,,,,,Electric,,,,,Yes,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,Yes,Yes,,,,,,,Yes,,Yes,1 Year,1 Year,,,Yes,WA55A7700AV,Top load,,,,DVE55A7700V/A3,Yes,,,,,12,,,,,,,,,,,No,,No,,30 1/4 inches,45 13/16 inches,,7.4 Cu. Ft. Smart Electric Dryer with Steam Sanitize+,,119 pounds,27 inches,,,,,Yes,,No,,,,No,,,Yes,5,Yes,,,887276557762,,Yes,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,
https://www.bestbuy.com/site/ge-7-8-cu-ft-10-cycle-gas-dryer-white/6396010.p?skuId=6396010,GE - 7.8 Cu. Ft. 10-Cycle Gas Dryer - White,GFD55GSSNWW,$849.99,4.5,(229 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6396/6396010_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,Yes,,,,,,Yes,,Yes,,GE,,,,7.8 cubic feet,,White,,White,,,,,Front panel,Button,Yes,54 1/2 inches,,,,,,Aluminum,,,,,Gas,,,,"Bulky / Bedding, Cottons, Delicates, Dewrinkle, Mixed Loads, Perm Press, Quick Dry, Sanitize, Timed Dry, Towels",No,,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,,,No,,,,,,Yes,,,1 Year,1 Year,,,Yes,GFW550SSNWW,Front load,,,,GFD55GSSNWW,Yes,No,,,,10,,,,,5,,,"Delay Dry, EcoDry, My Settings, Sanitize, Small Load, Damp Alert, Wrinkle Care",,,Yes,GFP1528SNWW,,,32 inches,39 3/4 inches,,7.8 Cu. Ft. 10-Cycle Gas Dryer,CSA Listed,135 pounds,28 inches,Yes,No,WE25M87,,Yes,,,,,,Yes,No,GFA28KITN,No,High/Medium/Low/Extra Low/No Heat,Yes,,,084691849209,,,120 volts,,,,,,,,,,,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/samsung-7-4-cu-ft-electric-dryer-with-sensor-dry-white/6322986.p?skuId=6322986,Samsung - 7.4 Cu. Ft. Electric Dryer with Sensor Dry - White,DVE50R5200W/A3,$499.99,4.6,(1.806 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6322/6322986_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,30 amperes,,No,,No,,Samsung,,,,7.4 cubic feet,Yes,White,,White,,No,,,Rear panel,"Touchpad, Dial",No,50 1/10 inches,,,LED,,,Anodized steel,,,,,Electric,,,,"Normal, Heavy Duty, Permanent Press, Bedding, Delicates, Sanitize, Time Dry, Air Fluff, Quick Dry, Wrinkle Release",No,Vented,No,Yes,,,,,,,"Bottom, Left, Rear, Right",,,,Yes,,,,,,,Yes,,,1 Year,1 Year,,,Yes,WA50R5200AW,Top load,,,,DVE50R5200W/A3,Yes,No,,,,10,,,,,5,,,"Damp Alert, Wrinkle Prevent, Adjust Time (Up), Adjust Time (Down), Child Lock, Alarm Off, Eco Dry, Smart Care, Drum Light",,,No,,No,,30 1/4 inches,44 9/16 inches,,7.4 Cu. Ft. Electric Dryer with Sensor Dry,,119 pounds,27 inches,,,,,Yes,,Yes,,,,No,,,No,"High, Medium High, Medium, Medium Low, Low",Yes,,,887276300733,,Yes,240 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/whirlpool-7-cu-ft-gas-dryer-with-autodry-drying-system-white/6203991.p?skuId=6203991,Whirlpool - 7 Cu. Ft. Gas Dryer with AutoDry Drying System - White,WGD4950HW,$629.99,4.5,(829 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6203/6203991_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,20 amperes,,No,,No,,Whirlpool,,,No,7 cubic feet,No,White,,White,No,,,CEE Not Qualified,Rear panel,Dial,No,42 inches,,,None,,,Steel,,,,,Gas,,,,"Heavy duty, freshen up, Wrinkle Shield, air fluff, time dry, automatic, auto dry, low heat drying, energy preferred cycle, less dry, high heat drying, medium, more dry, time dry 30, time dry 40, time dry 50, time dry 60, time dry 20",No,,No,Yes,,,,,,,Rear,,,,No,No,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW4950HW,Top load,,,,WGD4950HW,Yes,No,,,,14,,,,,3,,,Heavy duty; freshen up; Wrinkle Shield; air fluff; time dry; automatic; auto dry; low heat drying; energy preferred cycle; less dry; high heat drying,,,No,,,,28 3/16 inches,40 7/8 inches,,7 Cu. Ft. Gas Dryer with AutoDry Drying System,UL Listed,109 pounds,29 inches,Yes,No,W11581316,,No,,No,,,,No,,,No,"High, Low, Medium",No,,,883049469713,,No,120 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-stackable-electric-dryer-with-wrinkle-shield-chrome-shadow/6511212.p?skuId=6511212,Whirlpool - 7.4 Cu. Ft. Stackable Electric Dryer with Wrinkle Shield - Chrome Shadow,WED5605MC,$769.99,4.2,(213 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6511/6511212_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,Yes,,,,30 amperes,,No,,Yes,,Whirlpool,,,No,7.4 cubic feet,Yes,Chrome Shadow,,Gray,,No,,Not Available,Front panel,,No,54 5/16 inches,,,LED,,,Steel,,,,,Electric,,,,"Normal, Wrinkle Control, Heavy Duty, Sanitize, Timed Dry, Quick",No,Vented,Yes,Yes,,,,,,,"Left, Right, Bottom, Rear",,,,No,,,,,,,Yes,,,1 Year Limited,1 Year Limited,,,Yes,WFW5605MC,Front load,,,,WED5605MC,Yes,No,,,,36,,,,,4,,,,,,Yes,WFP2715HC,No,,31 inches,38 1/8 inches,,7.4 Cu. Ft. Stackable Electric Dryer with Wrinkle Shield,,126 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,W10869845,No,4,Yes,,,883049632933,,No,240 volts,,,,,,,,,,,,Yes,None,
https://www.bestbuy.com/site/whirlpool-washer-dryer-laundry-pedestal-white/6234535.p?skuId=6234535,Whirlpool - Washer/Dryer Laundry Pedestal - White,WHP1000VW,$194.99,4.2,(5 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6234/6234535_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.bestbuy.com/site/whirlpool-washer-dryer-laundry-pedestal-white/6234536.p?skuId=6234536,Whirlpool - Washer/Dryer Laundry Pedestal - White,WHP0400VW,$170.99,5.0,(1 Review),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6234/6234536_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.bestbuy.com/site/samsung-bespoke-7-6-cu-ft-stackable-smart-gas-dryer-with-steam-and-ai-optimal-dry-forest-green/6515714.p?skuId=6515714,Samsung - BESPOKE 7.6 Cu. Ft. Stackable Smart Gas Dryer with Steam and AI Optimal Dry - Forest Green,DVG53BB8900GA3,$999.99,4.5,(66 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6515/6515714_sd.jpg;maxHeight=640;maxWidth=550,,No,,,,,,15 amperes,,Yes,,,,Samsung,,,,7.6 cubic feet,Yes,Forest Green,,,,,,,Front panel,"Dial, Touchscreen",,53 1/8 inches,,,,,,Stainless steel,,,,,Gas,,,,"Steam Refresh, Wrinkle Away, Steam Sanitize+, AI Optimal Dry, Super Speed, Eco Normal, Delicates, Normal, Heavy Duty, Towels, Permanent Press, Activewear, Bedding, Wool, Shirts, Denim, Time Dry, Air Fluff, Small Load, Rack Dry",Yes,,Yes,Yes,,,,,,,"Bottom, Left, Rear",,,Yes,Yes,No,,,,,,Yes,,Yes,1 year,1 year,,,Yes,WF53BB8900AG,Front load,,,,DVG53BB8900GA3,Yes,,,,,20,,,,,5,,,"Damp Alert, Wrinkle Prevent, AntiStatic, My Cycles, Smart Control, Eco Dry, Drum Light, Child Lock, Alarm, AI Pattern, Wi-Fi, Language, Vent Blockage Test, Factory Reset",,,Yes,WE502NG,,,31 7/16 inches,38 3/4 inches,,BESPOKE 7.6 Cu. Ft. Stackable Smart Gas Dryer with Steam and AI Optimal Dry,,121.3 pounds,27 inches,Yes,No,LPKIT-4/XAA,,Yes,,No,,,,Yes,No,SKK-9MCG,Yes,"High, Medium, Medium Low, Low, Extra Low",Yes,,,887276711669,,Yes,120 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,SmartThings
https://www.bestbuy.com/site/whirlpool-washer-dryer-laundry-pedestal-white/6234536.p?skuId=6234536,Whirlpool - Washer/Dryer Laundry Pedestal - White,WHP0400VW,$170.99,5.0,(1 Review),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6234/6234536_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.bestbuy.com/site/samsung-7-5-cu-ft-smart-electric-dryer-with-steam-and-flexdry-black/6470417.p?skuId=6470417,Samsung - 7.5 Cu. Ft. Smart Electric Dryer with Steam and FlexDry - Black,DVE60A9900V/A3,$999.99,4.6,(341 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6470/6470417_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,30 amperes,,Yes,,,,Samsung,,,,7.5 cubic feet,Yes,Black,,Black,,No,,,,,,52 7/8 inches,,,,,,Stainless steel,,,,,Electric,,,,,No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,,,,,,,,,Yes,,,1 Year,1 Year,,,Yes,WV60A9900AV,Front load,,,,DVE60A9900V/A3,Yes,,,,,18,,,,,,,,,,,Yes,WE272NV,No,,32 1/2 inches,46 15/16 inches,,7.5 Cu. Ft. Smart Electric Dryer with Steam and FlexDry,,167.2 pounds,27 inches,,,,,Yes,,,,,,No,,,Yes,5,Yes,,,887276551616,,Yes,120 volts,,,,,,,,,,Fill hose,,,Wi-Fi,
https://www.bestbuy.com/site/samsung-4-0-cu-ft-stackable-smart-electric-dryer-with-ai-smart-dial-white/6507610.p?skuId=6507610,Samsung - 4.0 Cu. Ft. Stackable Smart Electric Dryer with AI Smart Dial - White,DV25B6900EW/A2,$799.99,4.3,(53 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507610_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,30 amperes,,Yes,,,,Samsung,,,,4 cubic feet,,White,,White,,Yes,,,,,,43 3/8 inches,,,,,,Anodized steel,,,,,Electric,,,,,No,Heat pump,Yes,,,,,,,,"Bottom, Left, Rear, Right",,,,,,,,,,,,,,1 Year,1 Year,,,Yes,WW25B6900AW,Front load,,,,DV25B6900EW/A2,Yes,,,,,15,,,,,,,,,,,No,,No,,25 13/16 inches,33 1/2 inches,,4.0 Cu. Ft. Stackable Smart Electric Dryer with AI Smart Dial,,88.4 pounds,23 3/8 inches,,,,,Yes,,,,,,Yes,No,SK-DH,No,5,Yes,,,887276665184,,,240 volts,,,,,,,,,,,,,Wi-Fi,
https://www.bestbuy.com/site/ge-profile-7-3-cu-ft-smart-gas-dryer-with-fabric-refresh-steam-and-washer-link-diamond-gray/6499723.p?skuId=6499723,"GE Profile - 7.3 cu. ft. Smart Gas Dryer with Fabric Refresh, Steam, and Washer Link - Diamond Gray",PTD90GBPTDG,$999.99,4.3,(166 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6499/6499723_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,Yes,,,,GE Profile,,,,7.3 cubic feet,,Diamond Gray,,Gray,,,,,,,,,,,,,,Aluminized alloy,,,,,Gas,,,,,,,Yes,,,,,,,,Bottom,,,,,,,,,,,,,,1,1,,,Yes,PTD90GBP,Front load,,,,PTD90GBPTDG,Yes,,,,,11,,,,,,,,,,,,,,,31 inches,43 7/8 inches,,"7.3 cu. ft. Smart Gas Dryer with Fabric Refresh, Steam, and Washer Link",,123 pounds,27 inches,Yes,No,WE25X217,,Yes,,,,,,No,,,Yes,"No heat,Ultra low heat, Low heat, Medium heat, High heat",Yes,,,084691880912,,,120 volts,,,,,,,,,,Fill hose,,,,
